ID,Teratogenicity,LogP,Aromatic_rings,Molecular_weight,H_bond_acceptors,H_bond_donors,Polar_surface_area,Rotatable_bonds,C,F,I,N,O,P,S,T,X,Y,CC,CF,CI,CN,CO,CP,CS,CT,CX,CY,FT,IT,NN,NO,NP,NS,NT,OP,OS,OT,PS,ST,TX,TY,CCC,CCF,CCI,CCN,CCO,CCS,CCT,CCX,CCY,CFT,CIT,CNC,CNN,CNO,CNP,CNS,CNT,COC,CON,COP,COS,COT,CPO,CSC,CSN,CSO,CSP,CST,CXT,CYT,FCF,NCN,NCO,NCS,NCT,NCX,NNN,NOT,NPN,NPS,NSO,OCO,OCP,OCS,OCT,ONO,OPO,OPS,OSO,POT,PST,SCS,SCT,SNT,SOT,SPS,XCX,CCCC,CCCF,CCCI,CCCN,CCCO,CCCS,CCCT,CCCX,CCCY,CCFT,CCIT,CCNC,CCNN,CCNO,CCNP,CCNS,CCNT,CCOC,CCON,CCOS,CCOT,CCSC,CCSN,CCSO,CCSP,CCST,CCXT,CCYT,CNCN,CNCO,CNCS,CNCT,CNCX,CNNC,CNNN,CNOC,CNOT,CNPN,CNPS,CNSC,CNSO,COCN,COCO,COCP,COCS,COCT,COPC,COPO,COPS,COSC,COSO,CPOT,CSCN,CSCO,CSCS,CSCT,CSNT,CSOT,CSPO,CSPS,FCCF,FCCN,FCCO,FCFT,ICCN,ICCO,ICCT,NCCN,NCCO,NCCS,NCCT,NCCX,NCNN,NCNO,NCNS,NCNT,NCON,NCOT,NCSN,NCSO,NCST,NCXT,NNCO,NNCS,NNCT,NNNN,NOCT,NPST,NSCS,NSCT,NSOT,OCCO,OCCS,OCCT,OCCX,OCNO,OCNS,OCNT,OCOP,OCOT,OCPO,ONOT,OPOT,OPST,OSCS,OSCT,OSNT,OSOT,POCT,SCCT,SCCX,SCNS,SCNT,SCOT,SNCT,SPST,TCCX,TCOT,TXCX,XCCX,double_bonds,triple_bonds,number_of_charges,net_charge,number_of_rings
CHEMBL485,1,1.64,1,299.36,4,1,41.93,1,18,0,0,1,3,0,0,3,0,0,36,0,0,6,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,52,0,0,6,16,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,8,22,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
CHEMBL869,-1,0.91,1,198.14,5,3,127.43,4,6,0,0,4,4,0,0,4,0,0,8,0,0,8,6,0,0,0,0,0,0,0,2,4,0,0,2,0,0,6,0,0,0,0,6,0,0,4,6,0,0,0,0,0,0,0,4,4,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1
CHEMBL1492500,1,4.47,2,295.44,2,0,28.54,3,19,0,0,1,0,0,1,2,0,0,36,0,0,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,2,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
CHEMBL1201300,1,1.52,1,613.91,4,3,95.5,3,11,0,3,2,4,0,0,9,0,0,18,0,6,8,8,0,0,4,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,20,0,12,8,8,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,8,12,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
CHEMBL453,1,0.92,2,267.3,4,2,106.6,3,11,0,0,3,3,0,1,5,0,0,20,0,0,6,2,0,2,4,0,0,0,0,0,2,0,2,2,0,4,4,0,0,0,0,20,0,0,10,2,4,4,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,16,0,0,12,4,4,6,0,0,0,0,0,0,4,0,2,4,0,2,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
CHEMBL963,1,0.84,1,301.34,5,2,70,0,17,0,0,1,4,0,0,4,0,0,36,0,0,6,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,52,0,0,6,22,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,8,32,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
CHEMBL81697,1,3.48,2,408.36,8,2,119.36,5,22,0,0,0,8,0,0,6,0,0,44,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,54,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
CHEMBL174,-1,-2.3,1,349.4,6,3,138.03,4,16,0,0,3,4,0,1,7,0,0,28,0,0,12,8,0,4,4,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,28,0,0,18,8,8,4,0,0,0,0,8,0,0,0,0,2,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,14,8,4,8,0,0,0,0,22,0,0,0,0,4,0,0,0,8,8,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
CHEMBL1760,-1,1.3,1,225.28,4,4,72.72,4,12,0,0,1,3,0,0,6,0,0,22,0,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,24,0,0,8,12,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,12,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHEMBL33986,1,3.85,1,327.46,3,2,43.7,2,21,0,0,1,2,0,0,2,0,0,46,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,64,0,0,8,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,12,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CHEMBL600,-1,-0.58,0,163.19,4,3,105.2,3,5,0,0,1,3,0,1,5,0,0,6,0,0,4,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,6,6,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CHEMBL2106071,1,-0.58,1,508.91,10,7,187.86,3,23,0,0,2,9,0,0,13,1,0,46,0,0,10,18,0,0,6,2,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,68,0,0,6,34,0,2,4,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,10,56,0,4,6,0,0,0,10,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
CHEMBL447,1,1.97,0,238.28,3,2,75.27,5,12,0,0,2,3,0,0,6,0,0,20,0,0,8,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,26,0,0,4,4,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,12,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
CHEMBL551654,-1,-0.64,1,383.4,9,3,200.75,5,13,0,0,5,5,0,2,6,0,0,16,0,0,18,10,0,8,2,0,0,0,0,0,2,0,0,2,0,0,8,0,0,0,0,10,0,0,22,8,6,0,0,0,0,0,10,0,2,0,0,2,0,2,0,0,8,0,4,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,8,6,0,0,0,0,0,26,0,4,0,0,0,0,0,0,8,6,0,0,0,0,0,0,2,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,3
CHEMBL101,1,3.95,2,308.37,2,0,40.62,5,19,0,0,2,2,0,0,3,0,0,36,0,0,8,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,36,0,0,12,4,0,2,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,16,8,0,2,0,0,0,0,12,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
CHEMBL1020,1,3.27,2,257.28,3,1,59.3,4,15,0,0,1,3,0,0,5,0,0,28,0,0,6,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,32,0,0,8,8,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,8,10,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
CHEMBL862,-1,2.03,1,246.09,2,3,78.97,3,9,0,0,3,1,0,0,5,2,0,16,0,0,8,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,2,0,0,4,0,18,0,0,2,2,0,0,8,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,2,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
CHEMBL1489,-1,-2.51,0,244.2,8,4,140.97,2,8,0,0,4,5,0,0,5,0,0,8,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,6,0,0,2,16,0,0,0,0,0,0,10,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,12,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
CHEMBL986,1,5.32,0,286.45,1,1,20.23,5,20,0,0,0,1,0,0,6,0,0,40,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,54,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
CHEMBL1201151,1,5.11,1,310.43,2,1,29.46,1,21,0,0,0,2,0,0,4,0,0,46,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,70,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
CHEMBL43184,-1,2.61,3,194.23,2,1,38.9,0,13,0,0,2,0,0,0,1,0,0,28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CHEMBL1214,-1,0.73,1,378.4,7,3,149.31,5,17,0,0,2,6,0,1,8,0,0,30,0,0,10,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,32,0,0,14,12,8,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,18,4,8,0,0,0,0,22,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
CHEMBL2105827,1,1.15,0,258.05,3,1,38.69,2,6,0,1,0,3,0,0,3,0,0,8,0,2,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,0,12,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,4,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHEMBL459324,1,1.8,1,369.41,6,0,65.06,4,21,0,0,1,5,0,0,5,0,0,40,0,0,6,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,52,0,0,6,24,0,4,0,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,8,22,0,0,0,0,0,0,12,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
CHEMBL15770,1,3.64,2,356.41,3,1,73.58,4,20,1,0,0,3,0,1,6,0,0,42,2,0,0,4,0,4,4,0,0,2,0,0,0,0,0,0,0,2,6,0,0,0,0,58,4,0,0,4,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,82,4,0,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3
CHEMBL508102,1,1.2,0,186.23,3,0,64.87,2,7,0,0,2,2,0,1,4,0,0,4,0,0,12,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,2,0,2,0,0,0,0,12,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,4,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,8,8,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
CHEMBL11,1,4.39,2,280.41,2,0,6.48,4,19,0,0,2,0,0,0,2,0,0,34,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,16,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CHEMBL1123,-1,5.11,0,309.49,3,0,29.54,8,19,0,0,1,2,0,0,3,0,0,34,0,0,6,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,38,0,0,6,6,0,4,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
